id,ticker,headline,source,published_at,url,sentiment_score,sentiment_label
445,AMZN,"Deals: AirPods Pro 3 best price ever at $80 off in early Prime Day sale, Apple Watch Ultra/Series 11 up to $160 off, more",9to5Mac,2026-06-17 15:21:47,https://9to5mac.com/2026/06/17/airpods-pro-3-best-price-prime-day/,0.6369,POSITIVE
217,TSLA,SpaceX Stock Now in Rapid Decline,Futurism,2026-06-17 15:18:27,https://futurism.com/space/spacex-stock-rapid-decline,0.0,NEUTRAL
218,TSLA,"Jim Cramer Remembers How He Was Criticized After Tesla, Inc. (TSLA)’s IPO",Biztoc.com,2026-06-17 15:10:52,https://biztoc.com/x/2c913de48cdeea26,-0.3612,NEGATIVE
446,AMZN,Will SpaceX Impact Your 401(k)? Here’s How Regular Investors Are Exposed,Forbes,2026-06-17 15:09:43,https://www.forbes.com/sites/tylerroush/2026/06/17/will-spacex-impact-your-401k-heres-how-regular-investors-are-exposed/,-0.0772,NEGATIVE
125,MSFT,Will SpaceX Impact Your 401(k)? Here’s How Regular Investors Are Exposed,Forbes,2026-06-17 15:09:43,https://www.forbes.com/sites/tylerroush/2026/06/17/will-spacex-impact-your-401k-heres-how-regular-investors-are-exposed/,-0.0772,NEGATIVE
219,TSLA,Will SpaceX Impact Your 401(k)? Here’s How Regular Investors Are Exposed,Forbes,2026-06-17 15:09:43,https://www.forbes.com/sites/tylerroush/2026/06/17/will-spacex-impact-your-401k-heres-how-regular-investors-are-exposed/,-0.0772,NEGATIVE
126,MSFT,Illinois Rep. Jonathan Jackson Sold Up to $50K Worth of Microsoft Stock,Biztoc.com,2026-06-17 15:08:40,https://biztoc.com/x/88b48b88c734a12b,0.2263,POSITIVE
447,AMZN,New Brightin Star MF 14mm f/2.8 wide-angle full-frame lens for Nikon Z-mount launched,Nikonrumors.com,2026-06-17 15:06:42,https://nikonrumors.com/2026/06/17/new-brightin-star-mf-14mm-f-2-8-wide-angle-full-frame-lens-for-nikon-z-mount-launched.aspx/,0.128,POSITIVE
299,GOOGL,Jim Cramer Discusses Alphabet Inc. (GOOGL)’s AI Chips,Yahoo Entertainment,2026-06-17 15:01:12,https://finance.yahoo.com/technology/ai/articles/jim-cramer-discusses-alphabet-inc-150112228.html,0.0,NEUTRAL
26,AAPL,Jim Cramer Wonders Whether Nvidia Corp (NVDA)’s Becoming Like Apple,Yahoo Entertainment,2026-06-17 15:00:23,https://finance.yahoo.com/markets/stocks/articles/jim-cramer-wonders-whether-nvidia-150023259.html,0.3612,POSITIVE
27,AAPL,Phone makers suddenly care about your battery because a law gave them no choice,MakeUseOf,2026-06-17 15:00:21,https://www.makeuseof.com/phone-makers-suddenly-care-about-your-battery-because-a-law-gave-them-no-choice/,0.25,POSITIVE
497,RELIANCE.NS,ISM REPORTS ECONOMIC ACTIVITY TO EXPAND THROUGH 2026,PRNewswire,2026-06-17 15:00:00,https://www.prnewswire.com/news-releases/ism-reports-economic-activity-to-expand-through-2026-302803079.html,0.4648,POSITIVE
127,MSFT,SpaceX now more valuable than Amazon but Wall Street experts warn about huge risks looming for the stock,Dailymail.com,2026-06-17 14:59:18,https://www.dailymail.com/yourmoney/article-15906575/SpaceX-valuable-Amazon-Wall-Street-experts-warn-huge-risks-looming-stock.html,0.1601,POSITIVE
220,TSLA,SpaceX now more valuable than Amazon but Wall Street experts warn about huge risks looming for the stock,Dailymail.com,2026-06-17 14:59:18,https://www.dailymail.com/yourmoney/article-15906575/SpaceX-valuable-Amazon-Wall-Street-experts-warn-huge-risks-looming-stock.html,0.1601,POSITIVE
448,AMZN,SpaceX now more valuable than Amazon but Wall Street experts warn about huge risks looming for the stock,Dailymail.com,2026-06-17 14:59:18,https://www.dailymail.com/yourmoney/article-15906575/SpaceX-valuable-Amazon-Wall-Street-experts-warn-huge-risks-looming-stock.html,0.1601,POSITIVE
449,AMZN,SpaceX stock passes Amazon in market cap after record IPO,Biztoc.com,2026-06-17 14:55:38,https://biztoc.com/x/d412205018f3440d,0.1779,POSITIVE
450,AMZN,"New Ecommerce Tools: June 17, 2026",Practical Ecommerce,2026-06-17 14:36:08,https://www.practicalecommerce.com/new-ecommerce-tools-june-17-2026,0.0,NEUTRAL
221,TSLA,Intel’s valuation soars as price-to-sales ratio jumps to over 11x,Crypto Briefing,2026-06-17 14:34:35,https://cryptobriefing.com/intel-valuation-price-to-sales-ratio-soars/,0.0,NEUTRAL
451,AMZN,Cult-favorite investing app lays off 10% of its workforce... and shockingly AI isn't getting the blame,Dailymail.com,2026-06-17 14:29:02,https://www.dailymail.com/yourmoney/article-15906659/Cult-favorite-investing-app-lays-10-workforce-shockingly-AI-isnt-getting-blame.html,0.0864,POSITIVE
452,AMZN,SpaceX stock passes Amazon in market cap after record IPO,Yahoo Entertainment,2026-06-17 14:28:06,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_0ae80094-05e2-45a6-96a0-6b3fb29f8724,0.1779,POSITIVE
453,AMZN,Don't let the heat ruin your Fourth of July plans — 13 products to help you stay cool,Fox News,2026-06-17 14:18:03,https://www.foxnews.com/deals/fourth-of-july-cooling-essentials,0.0516,POSITIVE
454,AMZN,Got SpaceX stock? Here's what to do next.,Yahoo Entertainment,2026-06-17 14:17:04,https://finance.yahoo.com/personal-finance/investing/article/got-spacex-stock-heres-what-to-do-next-141704338.html,0.0,NEUTRAL
222,TSLA,Got SpaceX stock? Here's what to do next.,Yahoo Entertainment,2026-06-17 14:17:04,https://finance.yahoo.com/personal-finance/investing/article/got-spacex-stock-heres-what-to-do-next-141704338.html,0.0,NEUTRAL
455,AMZN,Eaton surges on accelerated demand for data center power solutions,Crypto Briefing,2026-06-17 14:09:06,https://cryptobriefing.com/eaton-surges-data-center-power-demand/,0.0516,POSITIVE
128,MSFT,Eaton surges on accelerated demand for data center power solutions,Crypto Briefing,2026-06-17 14:09:06,https://cryptobriefing.com/eaton-surges-data-center-power-demand/,0.0516,POSITIVE
456,AMZN,SpaceX Stock Dips as Post-IPO Volatility Hits New Public Company,Ibtimes.com.au,2026-06-17 14:03:30,https://www.ibtimes.com.au/spacex-shares-dip-after-record-breaking-ipo-1870783,0.0,NEUTRAL
223,TSLA,SpaceX Stock Dips as Post-IPO Volatility Hits New Public Company,Ibtimes.com.au,2026-06-17 14:03:30,https://www.ibtimes.com.au/spacex-shares-dip-after-record-breaking-ipo-1870783,0.0,NEUTRAL
28,AAPL,"Why Value Creation Always Mattered: A 100,000-Year Historical Perspective",Forbes,2026-06-17 13:55:45,https://www.forbes.com/sites/stevedenning/2026/06/17/why-value-creation-always-mattered-a-100000-year-historical-perspective/,0.5423,POSITIVE
300,GOOGL,"Why Value Creation Always Mattered: A 100,000-Year Historical Perspective",Forbes,2026-06-17 13:55:45,https://www.forbes.com/sites/stevedenning/2026/06/17/why-value-creation-always-mattered-a-100000-year-historical-perspective/,0.5423,POSITIVE
129,MSFT,"Why Value Creation Always Mattered: A 100,000-Year Historical Perspective",Forbes,2026-06-17 13:55:45,https://www.forbes.com/sites/stevedenning/2026/06/17/why-value-creation-always-mattered-a-100000-year-historical-perspective/,0.5423,POSITIVE
457,AMZN,"Why Value Creation Always Mattered: A 100,000-Year Historical Perspective",Forbes,2026-06-17 13:55:45,https://www.forbes.com/sites/stevedenning/2026/06/17/why-value-creation-always-mattered-a-100000-year-historical-perspective/,0.5423,POSITIVE
224,TSLA,"Why Value Creation Always Mattered: A 100,000-Year Historical Perspective",Forbes,2026-06-17 13:55:45,https://www.forbes.com/sites/stevedenning/2026/06/17/why-value-creation-always-mattered-a-100000-year-historical-perspective/,0.5423,POSITIVE
130,MSFT,Why SpaceX Is Buying Cursor,Trefis,2026-06-17 13:53:36,https://www.trefis.com/articles/603362/why-spacex-is-buying-cursor/2026-06-17,0.0,NEUTRAL
225,TSLA,What to Know as Mobileye Stock Announces Robotaxi Expansion Plans,Barchart.com,2026-06-17 13:51:56,https://www.barchart.com/story/news/2516309/what-to-know-as-mobileye-stock-announces-robotaxi-expansion-plans,0.0,NEUTRAL
29,AAPL,macOS 27 Golden Gate Kills Time Capsule Support,MacRumors,2026-06-17 13:47:52,https://www.macrumors.com/2026/06/17/macos-27-golden-gate-kills-time-capsule-support/,-0.2023,NEGATIVE
131,MSFT,macOS 27 Golden Gate Kills Time Capsule Support,MacRumors,2026-06-17 13:47:52,https://www.macrumors.com/2026/06/17/macos-27-golden-gate-kills-time-capsule-support/,-0.2023,NEGATIVE
458,AMZN,"AI companies are flooding the bond market, and the numbers are staggering",Crypto Briefing,2026-06-17 13:47:04,https://cryptobriefing.com/ai-companies-flood-bond-market/,0.0,NEUTRAL
459,AMZN,"Over Two Years After Launch, the Fujifilm X100VI Atop a Sales Chart Feels Inevitable",PetaPixel,2026-06-17 13:36:45,https://petapixel.com/2026/06/17/over-two-years-after-launch-the-fujifilm-x100vi-atop-a-sales-chart-feels-inevitable/,0.0,NEUTRAL
460,AMZN,Critics said SpaceX's massive valuation was a liability. It's becoming a superpower.,Business Insider,2026-06-17 13:36:20,https://www.businessinsider.com/why-spacex-valuation-benefits-on-acquisitions-like-cursor-2026-6#article,-0.4588,NEGATIVE
30,AAPL,Turtlemint investors’ IPO gains; Ola Electric to settle Sebi probe,The Times of India,2026-06-17 13:30:48,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/turtlemint-investors-ipo-gains-ola-electric-to-settle-sebi-probe/articleshow/131801840.cms,0.34,POSITIVE
749,HDFCBANK.NS,"BRND.ME converts into public company, eyes IPO in 12-18 months",The Times of India,2026-06-17 13:27:55,https://economictimes.indiatimes.com/markets/stocks/news/brnd-me-converts-into-public-company-eyes-ipo-in-12-18-months/articleshow/131802085.cms,0.0,NEUTRAL
645,INFY.NS,"BRND.ME converts into public company, eyes IPO in 12-18 months",The Times of India,2026-06-17 13:27:55,https://economictimes.indiatimes.com/markets/stocks/news/brnd-me-converts-into-public-company-eyes-ipo-in-12-18-months/articleshow/131802085.cms,0.0,NEUTRAL
840,WIPRO.NS,"BRND.ME converts into public company, eyes IPO in 12-18 months",The Times of India,2026-06-17 13:27:55,https://economictimes.indiatimes.com/markets/stocks/news/brnd-me-converts-into-public-company-eyes-ipo-in-12-18-months/articleshow/131802085.cms,0.0,NEUTRAL
132,MSFT,Is Alphabet (GOOGL) The Best AI Stock in Billionaire Dan Loeb’s Portfolio?,Yahoo Entertainment,2026-06-17 13:26:59,https://finance.yahoo.com/technology/ai/articles/alphabet-googl-best-ai-stock-132659992.html,0.6369,POSITIVE
301,GOOGL,Is Alphabet (GOOGL) The Best AI Stock in Billionaire Dan Loeb’s Portfolio?,Yahoo Entertainment,2026-06-17 13:26:59,https://finance.yahoo.com/technology/ai/articles/alphabet-googl-best-ai-stock-132659992.html,0.6369,POSITIVE
461,AMZN,Is Alphabet (GOOGL) The Best AI Stock in Billionaire Dan Loeb’s Portfolio?,Yahoo Entertainment,2026-06-17 13:26:59,https://finance.yahoo.com/technology/ai/articles/alphabet-googl-best-ai-stock-132659992.html,0.6369,POSITIVE
31,AAPL,Billionaire Dan Loeb’s Top AI Stock Pick: Taiwan Semiconductor (TSM),Yahoo Entertainment,2026-06-17 13:26:55,https://finance.yahoo.com/technology/ai/articles/billionaire-dan-loeb-top-ai-132655659.html,0.2023,POSITIVE
462,AMZN,Turn to Europe,Reason,2026-06-17 13:24:52,https://reason.com/2026/06/17/turn-to-europe/,0.0,NEUTRAL
133,MSFT,Turn to Europe,Reason,2026-06-17 13:24:52,https://reason.com/2026/06/17/turn-to-europe/,0.0,NEUTRAL
32,AAPL,The best Apple deals you can already get ahead of Prime Day,The Verge,2026-06-17 13:21:15,https://www.theverge.com/gadgets/949350/amazon-prime-day-sale-best-apple-deals-2026,0.6369,POSITIVE
463,AMZN,The best Apple deals you can already get ahead of Prime Day,The Verge,2026-06-17 13:21:15,https://www.theverge.com/gadgets/949350/amazon-prime-day-sale-best-apple-deals-2026,0.6369,POSITIVE
134,MSFT,SpaceX heads toward fourth day of gains since record IPO,Financial Post,2026-06-17 13:19:04,https://financialpost.com/investing/spacex-fourth-day-of-gains,0.34,POSITIVE
464,AMZN,SpaceX heads toward fourth day of gains since record IPO,Financial Post,2026-06-17 13:19:04,https://financialpost.com/investing/spacex-fourth-day-of-gains,0.34,POSITIVE
465,AMZN,No billion dollar startup or fame. Hyderabad man shares his one ‘passion’ which caused him to leave high-paying Amazon job in viral video : 'I wanted to explore...',The Times of India,2026-06-17 13:17:13,https://economictimes.indiatimes.com/magazines/panache/no-billion-dollar-startup-or-fame-hyderabad-man-shares-his-one-passion-which-caused-him-to-leave-high-paying-amazon-job-in-viral-video-i-wanted-to-explore-/articleshow/131801618.cms,0.5267,POSITIVE
750,HDFCBANK.NS,Sebi warns of no regulatory recourse for investors trading in unlisted securities,The Times of India,2026-06-17 13:16:02,https://economictimes.indiatimes.com/markets/stocks/news/sebi-warns-of-no-regulatory-recourse-for-investors-trading-in-unlisted-securities/articleshow/131801933.cms,-0.1027,NEGATIVE
841,WIPRO.NS,Sebi warns of no regulatory recourse for investors trading in unlisted securities,The Times of India,2026-06-17 13:16:02,https://economictimes.indiatimes.com/markets/stocks/news/sebi-warns-of-no-regulatory-recourse-for-investors-trading-in-unlisted-securities/articleshow/131801933.cms,-0.1027,NEGATIVE
646,INFY.NS,Sebi warns of no regulatory recourse for investors trading in unlisted securities,The Times of India,2026-06-17 13:16:02,https://economictimes.indiatimes.com/markets/stocks/news/sebi-warns-of-no-regulatory-recourse-for-investors-trading-in-unlisted-securities/articleshow/131801933.cms,-0.1027,NEGATIVE
135,MSFT,LUNAI BIOWORKS: CEO LETTER TO SHAREHOLDERS,PRNewswire,2026-06-17 13:15:00,https://www.prnewswire.com/news-releases/lunai-bioworks-ceo-letter-to-shareholders-302803131.html,0.0,NEUTRAL
136,MSFT,SentinelOne turns Purple AI loose to investigate threats on its own,SiliconANGLE News,2026-06-17 13:00:46,https://siliconangle.com/2026/06/17/sentinelone-turns-purple-ai-loose-investigate-threats/,-0.6249,NEGATIVE
137,MSFT,Everpure accelerates AI workloads with Data Stream and unveils data-primacy architectural vision,SiliconANGLE News,2026-06-17 13:00:10,https://siliconangle.com/2026/06/17/everpure-accelerates-ai-workloads-data-stream-unveils-data-primacy-architectural-vision/,0.25,POSITIVE
466,AMZN,SpaceX just obliterated Facebook's 14-year options record by more than 4X — 1.6 million bets in a single day,Yahoo Entertainment,2026-06-17 12:55:00,https://finance.yahoo.com/markets/options/articles/spacex-just-obliterated-facebooks-14-125500042.html,-0.4767,NEGATIVE
138,MSFT,SpaceX just obliterated Facebook's 14-year options record by more than 4X — 1.6 million bets in a single day,Yahoo Entertainment,2026-06-17 12:55:00,https://finance.yahoo.com/markets/options/articles/spacex-just-obliterated-facebooks-14-125500042.html,-0.4767,NEGATIVE
751,HDFCBANK.NS,HDFC Bank (HDB) Fell as Deposit Fell Short of Expectations,Yahoo Entertainment,2026-06-17 12:50:50,https://finance.yahoo.com/markets/stocks/articles/hdfc-bank-hdb-fell-deposit-125050903.html,0.0,NEUTRAL
467,AMZN,Panasonic L10 finally in Stock and shipping in the US,43rumors.com,2026-06-17 12:48:14,https://www.43rumors.com/panasonic-l10-finally-in-stock-and-shipping-in-the-us/,0.0,NEUTRAL
468,AMZN,Shop the grace & stella eye patches for 25% off with our exclusive code,New York Post,2026-06-17 12:45:52,https://nypost.com/2026/06/17/shopping/exclusive-discount-grace-stella-eye-patches-are-25-percent-off-on-amazon/,0.5106,POSITIVE
139,MSFT,"Celebrus Launches Celebrus AI: Bringing Conversational Analytics to Live, Identity-Resolved Compliant Data",PRNewswire,2026-06-17 12:30:00,https://www.prnewswire.com/news-releases/celebrus-launches-celebrus-ai-bringing-conversational-analytics-to-live-identity-resolved-compliant-data-302800981.html,0.0,NEUTRAL
140,MSFT,"Celebrus Launches Celebrus AI: Bringing Conversational Analytics to Live, Identity-Resolved Compliant Data",PRNewswire,2026-06-17 12:30:00,https://www.prnewswire.com/news-releases/celebrus-launches-celebrus-ai-bringing-conversational-analytics-to-live-identity-resolved-compliant-data-302800974.html,0.0,NEUTRAL
469,AMZN,This Early Prime Day TV Deal Had Me at '4K for $200',CNET,2026-06-17 12:25:00,https://www.cnet.com/deals/prime-day-with-amazon-fire-tv-26-06-17/,0.0,NEUTRAL
33,AAPL,SpaceX's near $3 trillion rally comes with one big catch: Chart of the Day,Yahoo Entertainment,2026-06-17 12:21:14,https://finance.yahoo.com/markets/article/spacexs-near-3-trillion-rally-comes-with-one-big-catch-chart-of-the-day-122114608.html,0.0,NEUTRAL
470,AMZN,SpaceX's near $3 trillion rally comes with one big catch: Chart of the Day,Yahoo Entertainment,2026-06-17 12:21:14,https://finance.yahoo.com/markets/article/spacexs-near-3-trillion-rally-comes-with-one-big-catch-chart-of-the-day-122114608.html,0.0,NEUTRAL
226,TSLA,SpaceX's near $3 trillion rally comes with one big catch: Chart of the Day,Yahoo Entertainment,2026-06-17 12:21:14,https://finance.yahoo.com/markets/article/spacexs-near-3-trillion-rally-comes-with-one-big-catch-chart-of-the-day-122114608.html,0.0,NEUTRAL
141,MSFT,SpaceX's near $3 trillion rally comes with one big catch: Chart of the Day,Yahoo Entertainment,2026-06-17 12:21:14,https://finance.yahoo.com/markets/article/spacexs-near-3-trillion-rally-comes-with-one-big-catch-chart-of-the-day-122114608.html,0.0,NEUTRAL
34,AAPL,Jabil raises annual profit forecast amid strong data center demand,The Times of India,2026-06-17 12:19:44,https://economictimes.indiatimes.com/tech/technology/jabil-raises-annual-profit-forecast-amid-strong-data-center-demand/articleshow/131800489.cms,0.6908,POSITIVE
35,AAPL,"Morning Minute: Coinbase Pushes to Become 'Everything Exchange' With Stocks, Perps, and AI",Decrypt,2026-06-17 12:18:44,https://decrypt.co/371396/morning-minute-coinbase-pushes-to-become-everything-exchange-with-stocks-perps-and-ai,0.0,NEUTRAL
227,TSLA,"Passive investors face SpaceX shares, three times more volatile than Bitcoin",Crypto Briefing,2026-06-17 12:11:24,https://cryptobriefing.com/spacex-ipo-passive-investors-bitcoin-volatility/,0.4588,POSITIVE
472,AMZN,Smartbird Appoints New CEO to Advance AI Infrastructure Strategy,GlobeNewswire,2026-06-17 12:10:00,https://www.globenewswire.com/news-release/2026/06/17/3313403/0/en/Smartbird-Appoints-New-CEO-to-Advance-AI-Infrastructure-Strategy.html,0.0,NEUTRAL
471,AMZN,The Download: a reality check for geoengineering and the science of interoception,MIT Technology Review,2026-06-17 12:10:00,https://www.technologyreview.com/2026/06/17/1139200/the-download-solar-geoengineering-interoception/,0.0,NEUTRAL
228,TSLA,What History Suggest About SpaceX's Explosive IPO Debut,Yahoo Entertainment,2026-06-17 12:09:51,https://finance.yahoo.com/markets/stocks/articles/history-suggest-spacexs-explosive-ipo-120951944.html,0.0,NEUTRAL
473,AMZN,Amazon vs. Alphabet: Which Magnificent Stock Is the Better Buy?,Biztoc.com,2026-06-17 12:07:31,https://biztoc.com/x/bfec7281ca48b926,0.8176,POSITIVE
474,AMZN,SpaceX Rally Continues As Market Value Surpasses Amazon,Biztoc.com,2026-06-17 11:50:18,https://biztoc.com/x/af028a053272f36d,0.4767,POSITIVE
229,TSLA,"Michael Burry is ‘tempted’ to short Elon Musk’s SpaceX, but says it’s not enticing enough for ‘fundamentally a small space company’",Biztoc.com,2026-06-17 11:50:13,https://biztoc.com/x/dda4c0ef62806d66,0.0,NEUTRAL
475,AMZN,Amazon vs. Alphabet: Which Magnificent Stock Is the Better Buy?,Yahoo Entertainment,2026-06-17 11:45:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e2846a2d-a599-4ca4-9564-7b4ddc547ef8,0.8176,POSITIVE
36,AAPL,Apple investors demand results amid AI initiative discussions,Crypto Briefing,2026-06-17 11:39:41,https://cryptobriefing.com/apple-investors-demand-ai-results/,-0.128,NEGATIVE
142,MSFT,Apple investors demand results amid AI initiative discussions,Crypto Briefing,2026-06-17 11:39:41,https://cryptobriefing.com/apple-investors-demand-ai-results/,-0.128,NEGATIVE
143,MSFT,SpaceX's hot debut sheds more light on Microsoft's dreadful stock price,Biztoc.com,2026-06-17 11:38:12,https://biztoc.com/x/dc6b8a2ca8791d4a,-0.4404,NEGATIVE
144,MSFT,"OpenAI’s Financials Leaked. They’re Not Bad, but They’re Not Great.",Moby.co,2026-06-17 11:38:00,https://app.moby.co/home/news/news-openais-financials-leaked-theyre-not-bad-but-theyre-not-great?utm_source=yahoo_finance&amp;utm_medium=rss,-0.6329,NEGATIVE
302,GOOGL,CFO pay surged 8% last year—and long-term incentives now account for 63% of the average package,Fortune,2026-06-17 11:36:14,https://fortune.com/2026/06/17/cfo-pay-surge-long-term-incentives-63-percent-average-package/,0.2263,POSITIVE
230,TSLA,CFO pay surged 8% last year—and long-term incentives now account for 63% of the average package,Fortune,2026-06-17 11:36:14,https://fortune.com/2026/06/17/cfo-pay-surge-long-term-incentives-63-percent-average-package/,0.2263,POSITIVE
145,MSFT,SpaceX's hot debut sheds more light on Microsoft's dreadful stock price,Yahoo Entertainment,2026-06-17 11:23:48,https://finance.yahoo.com/markets/stocks/article/spacexs-hot-debut-sheds-more-light-on-microsofts-dreadful-stock-price-112348867.html,-0.4404,NEGATIVE
476,AMZN,"Michael Burry is ‘tempted’ to short Elon Musk’s SpaceX, but says it’s not enticing enough for ‘fundamentally a small space company’",Fortune,2026-06-17 11:19:44,https://fortune.com/2026/06/17/michael-burry-tempted-bet-against-musk-spacx-options/,0.0,NEUTRAL
146,MSFT,"Michael Burry is ‘tempted’ to short Elon Musk’s SpaceX, but says it’s not enticing enough for ‘fundamentally a small space company’",Fortune,2026-06-17 11:19:44,https://fortune.com/2026/06/17/michael-burry-tempted-bet-against-musk-spacx-options/,0.0,NEUTRAL
231,TSLA,"Michael Burry is ‘tempted’ to short Elon Musk’s SpaceX, but says it’s not enticing enough for ‘fundamentally a small space company’",Fortune,2026-06-17 11:19:44,https://fortune.com/2026/06/17/michael-burry-tempted-bet-against-musk-spacx-options/,0.0,NEUTRAL
232,TSLA,Newsom rips Elon Musk’s trillion-dollar rise as average Americans struggle — but critics call out his own $30M fortune,Yahoo Entertainment,2026-06-17 11:15:00,https://finance.yahoo.com/economy/articles/newsom-rips-elon-musk-trillion-111500602.html,-0.5346,NEGATIVE
147,MSFT,"This Unstoppable Growth Stock Soared 500% in the Last 12 Months, but Wall Street Expects Limited Upside From Here",Biztoc.com,2026-06-17 11:08:52,https://biztoc.com/x/12030e0c2de9d9b7,-0.2382,NEGATIVE
477,AMZN,"This Unstoppable Growth Stock Soared 500% in the Last 12 Months, but Wall Street Expects Limited Upside From Here",Biztoc.com,2026-06-17 11:08:52,https://biztoc.com/x/12030e0c2de9d9b7,-0.2382,NEGATIVE
478,AMZN,"7 Early Prime Day 2026 Tech Deals To Grab Now, From Sony To Echo",The Gadgeteer,2026-06-17 11:00:15,https://the-gadgeteer.com/2026/06/17/best-early-prime-day-2026-tech-deals/,0.0,NEUTRAL
148,MSFT,"Microsoft’s talks to lease Oracle cloud capacity have collapsed, report says",The Next Web,2026-06-17 10:51:35,https://thenextweb.com/news/microsoft-oracle-cloud-talks-collapse/,-0.2732,NEGATIVE
233,TSLA,Uniswap Jumps Double Digits as Standard Chartered Eyes $100 UNI by 2030,Decrypt,2026-06-17 10:48:53,https://decrypt.co/371393/uniswap-jumps-double-digits-as-standard-chartered-eyes-100-uni-by-2030,0.0,NEUTRAL
37,AAPL,Uniswap Jumps Double Digits as Standard Chartered Eyes $100 UNI by 2030,Decrypt,2026-06-17 10:48:53,https://decrypt.co/371393/uniswap-jumps-double-digits-as-standard-chartered-eyes-100-uni-by-2030,0.0,NEUTRAL
234,TSLA,"$GRAL Fraud Notice: GRAIL, Inc. Accused of Securities Fraud over Trial Results in Filed Class Action Lawsuit – Investors Notified to Contact BFA Law",GlobeNewswire,2026-06-17 10:48:00,https://www.globenewswire.com/news-release/2026/06/17/3313286/0/en/GRAL-Fraud-Notice-GRAIL-Inc-Accused-of-Securities-Fraud-over-Trial-Results-in-Filed-Class-Action-Lawsuit-Investors-Notified-to-Contact-BFA-Law.html,-0.8591,NEGATIVE
240,TSLA,$SEM Investigation Notice: BFA Law is Investigating the Select Medical Board for Breaching its Duties to Shareholders after $16.50 Acquisition Announced,GlobeNewswire,2026-06-17 10:46:00,https://www.globenewswire.com/news-release/2026/06/17/3313280/0/en/SEM-Investigation-Notice-BFA-Law-is-Investigating-the-Select-Medical-Board-for-Breaching-its-Duties-to-Shareholders-after-16-50-Acquisition-Announced.html,0.0,NEUTRAL
235,TSLA,$ADMA Fraud Notice: ADMA Biologics Accused of Securities Fraud over Channel Stuffing Allegations in Filed Class Action Lawsuit – Investors Notified to Contact BFA Law,GlobeNewswire,2026-06-17 10:46:00,https://www.globenewswire.com/news-release/2026/06/17/3313278/0/en/ADMA-Fraud-Notice-ADMA-Biologics-Accused-of-Securities-Fraud-over-Channel-Stuffing-Allegations-in-Filed-Class-Action-Lawsuit-Investors-Notified-to-Contact-BFA-Law.html,-0.8591,NEGATIVE
236,TSLA,$GIL Fraud Notice: BFA Law is Investigating Gildan for Securities Fraud over Channel Stuffing Allegations – Investors with Losses Notified to Contact the Firm,GlobeNewswire,2026-06-17 10:46:00,https://www.globenewswire.com/news-release/2026/06/17/3313284/0/en/GIL-Fraud-Notice-BFA-Law-is-Investigating-Gildan-for-Securities-Fraud-over-Channel-Stuffing-Allegations-Investors-with-Losses-Notified-to-Contact-the-Firm.html,-0.8442,NEGATIVE
237,TSLA,$PLNT Fraud Notice: BFA Law is Investigating Planet Fitness for Securities Fraud over its Membership Growth Issues – Investors with Losses Notified to Contact the Firm,GlobeNewswire,2026-06-17 10:46:00,https://www.globenewswire.com/news-release/2026/06/17/3313277/0/en/PLNT-Fraud-Notice-BFA-Law-is-Investigating-Planet-Fitness-for-Securities-Fraud-over-its-Membership-Growth-Issues-Investors-with-Losses-Notified-to-Contact-the-Firm.html,-0.6597,NEGATIVE
246,TSLA,$HUBG Fraud Notice: BFA Law is Investigating Hub Group for Securities Fraud over its Financial Restatement Announcement – Investors with Losses Notified to Contact the Firm,GlobeNewswire,2026-06-17 10:46:00,https://www.globenewswire.com/news-release/2026/06/17/3313281/0/en/HUBG-Fraud-Notice-BFA-Law-is-Investigating-Hub-Group-for-Securities-Fraud-over-its-Financial-Restatement-Announcement-Investors-with-Losses-Notified-to-Contact-the-Firm.html,-0.8442,NEGATIVE
245,TSLA,$INTU Fraud Notice: BFA Law is Investigating Intuit for Securities Fraud over its Pricing Issues – Investors with Losses Notified to Contact the Firm,GlobeNewswire,2026-06-17 10:46:00,https://www.globenewswire.com/news-release/2026/06/17/3313285/0/en/INTU-Fraud-Notice-BFA-Law-is-Investigating-Intuit-for-Securities-Fraud-over-its-Pricing-Issues-Investors-with-Losses-Notified-to-Contact-the-Firm.html,-0.8442,NEGATIVE
238,TSLA,$WIX Fraud Notice: BFA Law is Investigating Wix for Securities Fraud over its AI-Demand Issues – Investors with Losses Notified to Contact the Firm,GlobeNewswire,2026-06-17 10:46:00,https://www.globenewswire.com/news-release/2026/06/17/3313274/0/en/WIX-Fraud-Notice-BFA-Law-is-Investigating-Wix-for-Securities-Fraud-over-its-AI-Demand-Issues-Investors-with-Losses-Notified-to-Contact-the-Firm.html,-0.8442,NEGATIVE
239,TSLA,$PFSI Fraud Notice: BFA Law is Investigating PennyMac for Securities Fraud over its Refinancing Issues – Investors with Losses Notified to Contact the Firm,GlobeNewswire,2026-06-17 10:46:00,https://www.globenewswire.com/news-release/2026/06/17/3313283/0/en/PFSI-Fraud-Notice-BFA-Law-is-Investigating-PennyMac-for-Securities-Fraud-over-its-Refinancing-Issues-Investors-with-Losses-Notified-to-Contact-the-Firm.html,-0.8442,NEGATIVE
